,ics_table_id,funder,id
1457,1457,South Korean Global Research Fund,2634
4337,4337,South Lanarkshire Council,8211
1897,1897,South London Partnership of Mental Health Trusts,3467
5658,5658,South London and Maudsley NHS Trust,10514
2984,2984,South Nottinghamshire Community Safety Partnership,5624
4922,4922,South Wales Police,9263
4120,4120,South West Academic Health Science Network,7777
1280,1280,South West Academic Health Services Network,2282
2140,2140,South West Forum,3860
5778,5778,South West Grid for Learning,10760
5878,5878,"South West London Academic, Health and Social Care System",10987
1581,1581,South West Water,2863
5687,5687,South Western Fish Producer Organisation,10550
6094,6094,South-West Water,11432
6094,6094,Southern Water Services,11433
6052,6052,Southoe Consultancy,11359
109,109,Southway Housing Trust,198
1289,1289,Space Electronic nightclub,2302
4127,4127,Spanish Government,7794
3942,3942,Special Trustees of Moorfields Eye Hospital,7385
2726,2726,Speyside Cooperage,5104
5146,5146,Sport Canada,9656
1250,1250,Sport England,2233
3362,3362,Sport Northern Ireland,6328
1001,1001,Sport Wales,1840
2170,2170,Sport Wales Institute,3917
943,943,Sporting Heritage,1739
2165,2165,Sportscotland,3905
5284,5284,Springer,9878
2853,2853,St Andrew’s Healthcare,5333
1125,1125,St Chad's College (Durham University),2038
62,62,"St George's, Bloomsbury",127
4102,4102,"St George's, University of London",7746
4466,4466,St Louis Zoo WildCare Institute,8442
4658,4658,St Luke’s College Foundation,8838
5770,5770,St Stephen’s Trust,10745
4465,4465,St. David’s Medical Foundation,8425
2325,2325,Staffordshire Fire and Rescue Service,4216
1246,1246,Stagecoach,2226
4024,4024,Stagecoach Supertram Maintenance Ltd,7560
4083,4083,Stand Up To Cancer,7708
1402,1402,Stand Up To Cancer (part of the Entertainment Industry Foundation),2521
550,550,Standard Chartered Bank,1086
1903,1903,Standard Life Foundation,3473
5208,5208,Standard Life Investments,9763
580,580,Stanford Society,1138
2155,2155,Stanford University,3889
4383,4383,Stanley Medical Research Institute Psychosis Research Center,8307
3056,3056,State Examinations Commission,5803
3855,3855,State Grid Corporation of China,7219
4765,4765,State of São Paulo Research Foundation,8993
4017,4017,Statoil,7545
2487,2487,Stats Perform,4583
666,666,Stavros Niarchos Foundation,1286
4218,4218,Stefanou Foundation,7996
5753,5753,Stillbirth and Neonatal Death Charity,10693
1326,1326,Stirling Council,2369
4524,4524,Stockport Metropolitan Borough Council,8576
2325,2325,Stoke City Football Club,4214
4998,4998,Stoke-on-Trent City Council,9367
4202,4202,Strategic Insight Programme,7969
6306,6306,Strathclyde University,11836
3533,3533,Strathmartine Trust,6639
2266,2266,Streetgames,4098
10,10,Stripe,29
819,819,Stroke Association,1530
4145,4145,Stroud District Council,7833
1083,1083,Structural Genomics Consortium,1978
4056,4056,Stryker,7652
3425,3425,Stuart Hall Foundation,6465
1467,1467,Subject Centre for Philosophical and Religious Studies,2658
3393,3393,Subsea 7,6399
4679,4679,Sugar Bureau,8858
4544,4544,Sugar Nutrition UK,8613
3912,3912,Sunamp Ltd,7329
4362,4362,Sunderland City Council,8260
2881,2881,Sunderland Council,5405
4454,4454,Support for Science,8408
5413,5413,SureScreen Scientifics,10124
1752,1752,Susan G. Komen,3236
4988,4988,Sussex Impact Acceleration Award,9340
2893,2893,Sussex Learning Network,5434
221,221,Sustainable inshore fisheries trust,421
202,202,Sutton Trust,392
779,779,Svenska Spel,1460
1001,1001,Swansea City AFC,1839
4465,4465,Swansea Healthcare Innovation Partnership Programme,8429
1439,1439,Swansea University,2598
565,565,Swansea University Research Grant Enabler,1122
4626,4626,Sweden Expert Group for Public Economics,8794
2937,2937,Swedish Agriculture Research Grant,5521
3996,3996,Swedish Foundation for Humanities and Social Sciences,7502
4641,4641,Swedish National Heritage Board,8809
1854,1854,Swedish Red Cross,3397
1820,1820,Swedish Research Council,3349
6003,6003,Swedish Trade Unions,11237
1001,1001,Swim Wales,1842
2078,2078,Swiss Cancer league through University of Basel and University Hospital Bern,3764
925,925,Swiss Department of Foreign Affairs,1705
4410,4410,Swiss Government,8344
3284,3284,Swiss National Science Foundation,6192
5106,5106,Syft Technologies,9585
4824,4824,Symology,9100
340,340,Synairgen,678
890,890,Synairgen Research,1636
6118,6118,Synectics Solutions,11481
2786,2786,Synergy Synthetic Surfaces,5209
3385,3385,Syngenta,6377
556,556,Systematics Association,1097
5039,5039,São Paulo Research Foundation,9455
1219,1219,TB-21 Academy,2185
2135,2135,TETfund,3855
3914,3914,THEA Foundation,7337
398,398,TMP,781
1991,1991,TRIUMF,3627
3447,3447,Tal Foundation,6521
2841,2841,Tanita Eu,5319
1653,1653,Taronga Conservation Society Australia,3018
4750,4750,Tate & Lyle,8968
2726,2726,Tatlock & Thomson,5105
2958,2958,Tavistock Trust for Aphasia,5553
1318,1318,Teach First,2353
5064,5064,Teacher Training Agency,9504
2819,2819,Technical University of Denmark,5280
546,546,Technicut Limited,1078
1806,1806,Technip Offshore Wind,3326
2665,2665,Teenage Cancer Trust,4979
3400,3400,Teledyne e2v,6417
718,718,Tell MAMA,1370
2035,2035,Templeton Foundation,3689
5132,5132,Templeton Religion Trust,9633
5132,5132,Templeton Religious Trust,9632
344,344,Templeton World Charity Foundation,687
3103,3103,Tenovus Cancer Care,5894
5571,5571,Tenovus Scotland,10342
3408,3408,Teresa Rosenbaum Golden Charitable Trust,6432
4308,4308,Tesco,8156
2876,2876,Thales,5392
2080,2080,Thames Tideway Tunnel,3768
6143,6143,Thames Valley Primary Care Research Partnership,11528
4145,4145,Thames Water,7830
492,492,The Academic Health Sciences Network North East and North Cumbria,953
528,528,The Academy of Medical Sciences,1037
330,330,The Alborada Trust,657
1424,1424,The Alkaptonuria Society,2575
4458,4458,The Almshouse Association,8414
5917,5917,The Antonini-Georgiadis Fund,11047
5898,5898,The Arcadia Philanthropic Trust,11019
758,758,The Arcus Foundation,1420
1817,1817,The Association of Chartered Accountants,3341
5937,5937,The Atkinson,11093
3055,3055,The Atlantic Philanthropies,5792
1830,1830,The Bell Foundation,3370
6301,6301,The Bial Foundation,11830
2005,2005,The Big Lottery,3652
4871,4871,The Blankemeyer Foundation,9186
5004,5004,The Borrow Foundation,9380
6087,6087,The British Lung Foundation,11413
5698,5698,The Burdette Trust for Nursing,10567
3099,3099,The Cancer Prevention Research Trust,5881
3099,3099,The Caring Cancer Trust,5880
4080,4080,The Carnegie Trust for the Universities of Scotland,7700
4489,4489,The Caulfield Foundation,8492
1963,1963,The Chartered institution of highways and transportation,3566
3606,3606,The Cheshire and Merseyside Comprehensive Local Research Network,6771
270,270,The Children's Commissioner for England,533
409,409,The Children’s Foundation,791
3059,3059,The Church of England Diocese of Sheffield,5809
2889,2889,The College of Policing,5415
948,948,The Colt Foundation,1743
10,10,The Colwinston Charitable Trust,38
3563,3563,The Commonwealth Legal Education Association,6686
6301,6301,The Confederation of Healing Organisations,11829
4335,4335,The Crown Estate,8204
3231,3231,The Culture Capital Exchange,6127
2746,2746,The Daiwa Anglo-Japanese Foundation,5129
1727,1727,The Data Lab,3188
2325,2325,The Davies Group,4217
4407,4407,The Deputy Prime Minister’s Office,8335
10,10,The Derek Williams Trust,37
270,270,The Disabilities Trust,532
4056,4056,The Dunhill Medical Trust,7649
4329,4329,The Electoral Commission,8185
5920,5920,The Energy Institute,11059
4819,4819,The Esmée Fairbairn Foundation,9083
76,76,The Executive Office [GBR],141
1525,1525,"The Executive Office, NI",2753
4109,4109,The Feeney Trust,7762
5707,5707,The Fondation des Treilles,10592
1457,1457,The Football Association,2637
3914,3914,The Fred Hollows Foundation,7338
4407,4407,The Gas Safety Trust,8339
2866,2866,The George Institute for Global Health,5372
3696,3696,The Glenmorangie Company,6950
3050,3050,The Greater London Authority,5786
4109,4109,The Grimmitt Trust,7761
5870,5870,The Handel Institute,10974
10,10,"The Harris Museum & Art Gallery, Preston",39
3005,3005,The Healing Foundation,5669
42,42,The Health Foundation,95
1272,1272,The Healthcare Improvement Studies Institute (THIS Institute),2271
5988,5988,The Hedley Foundation,11203
1516,1516,The Highways Agency,2737
1407,1407,The Horse Trust,2536
3099,3099,The Humane Research Trust,5883
87,87,The Humane Research Trust Laboratory,163
2400,2400,The Inspire Foundation,4358
3198,3198,The Institute and Faculty of Actuaries,6080
3992,3992,The James Hutton Institute,7495
4489,4489,The Jerusalem Trust,8490
4461,4461,The Jockey Club of North America,8423
6136,6136,The Knight Foundation,11506
81,81,The Language Training and Testing Center [TWN],152
379,379,The League against Cruel Sports,750
3425,3425,The Lipman-Miliband Trust,6466
3984,3984,The London Charity,7481
3195,3195,The London Organising Committee of the Olympic Games and Paralympic Games,6067
4573,4573,The Mary Kinross Charitable Trust managed through Peninsula Medical Foundation,8691
1139,1139,The Mercers’ Company,2063
4825,4825,The Mercia Fund,9104
248,248,The Michael J Fox Foundation,471
5149,5149,The Microbiology Society,9662
1903,1903,The Money Advice Service,3475
1447,1447,The National Trust,2615
530,530,The Netherlands Organization for Scientific Research,1051
4489,4489,The Newman Association,8491
3194,3194,The North East Urgent and Emergency Care Network,6063
1864,1864,The Oaks Disaster 1866 Memorial Project,3412
3486,3486,The Ogden Trust,6567
3306,3306,The Ohio State University,6232
1680,1680,The Open Society European Policy Institute,3067
4276,4276,The Organisation for Security and Co-Operation,8111
2704,2704,The Ourtree Charitable Trust,5050
4167,4167,The Poetry Society,7902
836,836,The Police Service of Scotland,1555
4218,4218,The Premier League Charitable Fund,7992
821,821,The Rachel Carson Centre [DEU],1534
2446,2446,The Racing Foundation,4470
2707,2707,The Research Council of Norway,5054
437,437,The Royal & Ancient Golf Club of St Andrews,859
6264,6264,The Royal Academy of Letters [SWE],11764
3787,3787,The Royal British Legion,7103
1631,1631,The Royal Economic Society,2970
4515,4515,The Rural Partnership,8553
6301,6301,The Salvia Foundation,11832
4229,4229,The Samaritan Enterprises LTD,8023
4819,4819,The Samworth Foundation,9084
41,41,"The School of Advanced Study, London, AHRC and British Academy",94
5917,5917,The Selby White-Leon Levy Foundation for Archaeological Publications,11046
6333,6333,The Shefa Fund,11885
3425,3425,The Society for French Studies,6467
476,476,The Stroke Association,924
4308,4308,The Sustainable Trade Initiative [NLD],8159
4160,4160,The Task Force for Global Health,7889
4971,4971,The Tavistock Institute,9321
819,819,The Tavistock Trust for Aphasia,1529
492,492,The Tiny Lives Charity,954
492,492,The Tiny Lives Trust,952
270,270,The United Kingdom Acquired Brain Injury Forum,534
2456,2456,The University of Tokyo,4495
2592,2592,The Urology Foundation,4795
417,417,The Water Trust,807
1348,1348,The Wealth Economy,2424
4308,4308,The Wine Industry Ethical Trade Association,8158
359,359,The Woodspring Trust,714
4588,4588,Therapeutic Antibodies,8722
823,823,Thomas Pocklington Trust,1536
2278,2278,Thomas Swan,4130
5308,5308,Thompson Solicitors,9940
1526,1526,Thrasher Research Fund,2762
6195,6195,Three-Sixty Aquaculture,11628
5015,5015,Thyssen Foundation,9407
6015,6015,Thyssen-Stiftung,11273
1095,1095,Tidal Lagoon Swansea Bay,2008
6096,6096,Timber Research and Development Association,11437
2306,2306,Titan IC Systems,4171
78,78,Titan Salvage,146
3321,3321,Tobacco Advisory Group,6268
5307,5307,Tobacco Free Futures,9936
5707,5707,Toledo Institute for International Peace,10598
5707,5707,Toledo International Centre for Peace,10593
4231,4231,Tommy's,8025
529,529,Tommy’s Charity,1044
2554,2554,Tony Elumelu Foundation,4713
3968,3968,Topigs Norsvin,7445
1280,1280,Torbay and South Devon NHS Foundation Trust,2281
1346,1346,Total E&P Angola,2417
1569,1569,Tourism Respect,2840
4644,4644,Toyota Foundation,8815
4598,4598,Toyota Motor Corporation (Japan),8748
5308,5308,Trades Union Congress,9937
4818,4818,Trading Standards,9076
4337,4337,Transco,8212
3296,3296,Transforming Mental Health,6212
2715,2715,Transport Research Laboratory,5079
622,622,Transport Research Laboratory Ltd,1202
2740,2740,Transport Salaried Staffs' Association,5127
3993,3993,Transport Systems Catapult,7498
1124,1124,Transport for London,2034
5971,5971,Trinity College London,11154
6315,6315,Tropical Health Education Trust,11853
2782,2782,Tropical Health and Education Trust,5203
1298,1298,Trust for London,2319
292,292,TrygFonden Organisation,574
2220,2220,Tuberous Sclerosis Association,4017
6297,6297,Tubney Charitable Trust,11825
5892,5892,Tudor Trust,11009
696,696,Turing Institute,1342
6256,6256,Turkish Scientific and Technical Research Council,11744
3662,3662,Turnitin,6877
3778,3778,Tusk,7080
2648,2648,Tusk Trust,4938
3354,3354,Twitter,6318
4174,4174,Tyndall centre,7920
5041,5041,U4 Anti-Corruption Resource Centre,9465
4236,4236,UBS Optimus Foundation,8042
2096,2096,UCB Pharma,3794
169,169,UCB-Celltech,325
3376,3376,UCL,6354
169,169,UCL Business,327
1452,1452,UCL Dawes Centre for Future Crime,2626
2786,2786,UCLan Workshop 2015,5213
371,371,UK Anti-Doping [GBR],739
937,937,UK Cabinet Office,1722
5173,5173,UK Carbon Capture and Research Centre,9695
3563,3563,UK Centre for Legal Education,6684
2212,2212,UK Clinical Research Collaboration,4006
2552,2552,UK Commission for Employment and Skills,4709
4198,4198,UK Council for Psychotherapy,7955
1657,1657,UK Energy Research Centre,3027
317,317,UK Foreign and Commonwealth Office,617
4377,4377,UK General Lighthouse Authorities,8288
100,100,UK Government,179
256,256,UK Home Office,497
339,339,UK New Dynamics of Ageing Research Programme,672
3049,3049,UK Nursing and Midwifery Council,5782
2895,2895,UK Prevention Research Partnership,5439
3607,3607,UK Programme Award,6778
3377,3377,UK Prosperity Fund,6359
5220,5220,UK Research and Innovation (UKRI),9780
182,182,UK Research and Innovation [GBR],344
2950,2950,UK Road Offender Education,5537
5736,5736,UK Safety Technology Sector Taxonomy Development,10660
1031,1031,UK Space Agency,1900
299,299,UK Sport,586
3108,3108,UK Water Industry Research,5904
812,812,UK-India Education and Research Initiative,1520
230,230,UK/Ireland Networking Grant,432
5655,5655,UN Office of the High Commissioner for Human Rights (OHCHR),10510
4843,4843,UNAIDS,9145
2562,2562,"UNAULA University, Medellin, Colombia",4737
3204,3204,UNISON,6086
1312,1312,UNITAID,2347
5275,5275,UNITAS,9855
167,167,UNITE the Union,310
863,863,US Agency for International Development,1584
5300,5300,US Air Force Office of Scientific Research,9913
4990,4990,US Department of Defense,9345
5798,5798,US Embassy,10819
4466,4466,US Fish and Wildlife Service,8438
5328,5328,US Fish and Wildlife Service International,9976
2488,2488,US Fishing and Wildlife Services,4591
3848,3848,US Food and Drug Administration,7206
3618,3618,US Institute for Peace,6801
3680,3680,US National Cancer Institute,6921
4971,4971,US National Institute of Justice,9315
5176,5176,US National Oceanic and Atmospheric Administration,9704
2343,2343,US National Science Foundation,4242
2813,2813,US Naval Facilities Engineering,5267
2813,2813,US Naval Postgraduate School,5266
1200,1200,US Office of Naval Research,2151
5176,5176,US Office of Naval research,9702
6309,6309,US Water Research Foundation,11845
1939,1939,Ulster Scots Agency,3523
2233,2233,Ulverscroft Foundation,4039
923,923,UnLtd,1699
5,5,Ungulates Research Group,18
398,398,Unielectronics,780
1343,1343,Unilever,2414
2266,2266,Union of European Football Associations,4097
167,167,Unison,315
1339,1339,United Kingdom Literacy Association,2390
2345,2345,United Kingdom Overseas Territories Association,4243
214,214,United Nations Children's Fund [UN],412
925,925,United Nations Development Program,1703
4466,4466,United Nations Development Programme,8436
5697,5697,United Nations Economic and Social Commission for Western Asia,10566
198,198,"United Nations Educational, Scientific and Cultural Organization [UN]",383
3678,3678,United Nations Environment Programme,6918
960,960,United Nations Food and Agriculture Organisation [UN],1769
2062,2062,United Nations Gender Theme Group,3719
781,781,United Nations High Commissioner for Refugees [EU],1464
2593,2593,United Nations Population Fund [UN],4800
322,322,United Nations Universities,629
2593,2593,United Nations [UN],4804
3181,3181,United States Air Force Office of Scientific Research,6044
6122,6122,United States Coast Guard,11489
1526,1526,United States Department of Health and Human Services,2761
3195,3195,Universities China Committee in London,6068
3008,3008,Universities Federation for Animal Welfare,5681
189,189,University Association for Contemporary European Studies,362
3050,3050,University College London,5787
4491,4491,University College Union,8498
4379,4379,University College of Osteopathy,8297
2448,2448,University Forum for HRD,4477
4117,4117,University Global Partnership Network,7775
340,340,University Hospital Southampton,679
4505,4505,University Hospitals Coventry and Warwickshire NHS Trust,8531
5525,5525,"University Partner Programme, Transport Systems Catapult Ltd.",10282
4152,4152,University and College Union,7863
5050,5050,University of Aberdeen Development Trust,9481
1334,1334,University of Auckland,2384
1122,1122,University of Bedfordshire,2029
1457,1457,University of Birmingham,2638
331,331,University of Bristol,661
1606,1606,"University of California, San Francisco",2914
433,433,University of Cambridge,838
2062,2062,University of Cape Town,3718
2278,2278,University of Chester,4131
4754,4754,University of Chicago,8982
2864,2864,University of Cincinnati,5370
6306,6306,University of Copenhagen,11837
1904,1904,University of East London,3482
1625,1625,University of Edinburgh,2959
1326,1326,"University of Eotvos Lorand, Hungary",2371
220,220,University of Exeter,419
437,437,University of Glasgow,860
5798,5798,University of Helsinki,10820
630,630,University of Huddersfield,1212
84,84,University of Leicester,158
4184,4184,University of Liverpool,7941
5076,5076,University of London,9533
4202,4202,University of Malta,7965
3795,3795,University of Manchester,7122
2864,2864,University of Northampton,5356
315,315,University of Nottingham,610
5873,5873,University of Oslo,10978
189,189,University of Oxford,361
5991,5991,University of Reading,11211
5459,5459,University of Reunion,10201
2461,2461,University of Rochester,4504
5422,5422,University of Roehampton,10144
3375,3375,University of Sheffield,6348
1065,1065,University of Southern California,1947
3533,3533,University of Stirling,6640
951,951,University of Sussex,1744
6326,6326,University of Texas,11864
5602,5602,University of Toronto,10399
2668,2668,University of Trento,4983
6192,6192,University of Tubingen,11618
4951,4951,University of Wales Trinity Saint David,9293
1817,1817,University of Warwick,3339
2274,2274,University of Washington,4118
3677,3677,University of York,6916
1657,1657,Uppsala University,3030
2937,2937,VETO-Sekretariat,5520
4753,4753,VISTA AR,8976
6083,6083,VSO International,11403
2169,2169,Vattenfall,3914
6306,6306,Velux Stiftung,11835
1289,1289,Venice Architecture Biennale,2300
1415,1415,Venomtech,2555
4524,4524,Venus Charity,8571
4030,4030,Vera Down,7591
4804,4804,Verastem,9057
298,298,Versus Arthritis,583
2982,2982,Vertex Pharmaceuticals,5619
5011,5011,Vestemi,9395
4571,4571,Vestergaard,8687
3991,3991,Vetoquinol SA,7492
3244,3244,Victoria and Albert Museum,6137
4598,4598,Vienna Science and Technology Fund,8749
4033,4033,ViiV Healthcare,7593
2982,2982,Viiv Healthcare,5620
5195,5195,Vindolanda Trust,9742
2562,2562,Vinnova Sweden,4739
6280,6280,Virginia Historical Society,11796
130,130,Visit Wales,236
6224,6224,Vital Therapies,11683
1289,1289,Vitra Design Museum,2303
3005,3005,Vocational Training Charitable Trust Foundation,5671
976,976,Voicebase,1796
6015,6015,Volkswagen,11272
883,883,Volkswagen Stiftung,1625
3941,3941,Voluntary Action Rotherham,7377
1854,1854,Voluntary Service Overseas,3395
3055,3055,Vrije Universiteit Brussel,5797
2831,2831,Vungle,5304
6264,6264,"Västerås, Sweden",11768
1341,1341,WRAP Cymru,2398
2351,2351,Wainwright Fund,4256
299,299,Wakayama University,591
5891,5891,Wales Centre for Public Policy,11007
472,472,Wales Office of Research and Development for Health and Social Care,916
472,472,Wales Office of Research and Development for Health and Social Care (WORD),915
3045,3045,Wales Probation Trust,5768
4689,4689,Waltham Centre for Pet Nutrition,8876
3991,3991,Waltham Centre of Pet Nutrition,7490
18,18,Waltham Foundation,60
3653,3653,Waste & Resources Action Programme,6863
4373,4373,Water JPI,8278
1706,1706,Water New South Wales,3142
1741,1741,Waterloo Foundation,3219
5499,5499,Waters,10250
959,959,Weedon Foundation,1764
3687,3687,Welding Alloys Group,6935
2665,2665,WellChild,4977
1192,1192,Wellbeing of Women,2141
409,409,Wellchild,792
289,289,Wellcome Collection,569
2,2,Wellcome Trust,9
4273,4273,Wellcome Trust Institutional Strategic Support Fund,8101
6101,6101,Wellcome Trust and Department of Health,11451
3661,3661,Wellcome Trust- Affordable Healthcare in India Award,6876
3369,3369,"Wellcome, European Commission",6341
3840,3840,Wellocme Trust,7188
5655,5655,Wellspring,10508
1538,1538,Wellspring Advisors,2792
3725,3725,Welsh Assembly Government,6997
1790,1790,Welsh Crucible,3307
643,643,Welsh European Funding Office,1240
234,234,Welsh Government,444
1403,1403,Welsh Government/European Social Funds,2526
100,100,Welsh Language Commissioner,180
1491,1491,Welsh Parliament,2699
2266,2266,Welsh Rugby Union,4099
254,254,Welsh Water,488
2626,2626,Welsh government,4862
3477,3477,Wenner Gren Foundation for Anthropological Research,6557
4765,4765,Wenner-Gren Foundation,8994
3576,3576,Wessex Heartbeat,6726
3250,3250,Wessex Water,6148
3606,3606,West China School of Medicine Sichuan University,6772
3205,3205,West Midlands Combined Authority,6088
259,259,West Midlands Police,510
616,616,West Midlands Regional Economic Development Institute,1192
2754,2754,West Technology Forensics,5154
4914,4914,West Yorkshire Combined Authority,9254
1290,1290,West Yorkshire Police,2305
2547,2547,West of England Academic Health Science Network,4696
3341,3341,West of England Academic Health Sciences Network,6305
3761,3761,West of England Local Enterprise Partnership,7046
6183,6183,Western Indian Ocean Marine Science Association,11596
3095,3095,Western Power Distribution,5869
3978,3978,Weston Park Hospital Cancer Charity,7468
2253,2253,Wetlands International and DOB Ecology,4071
2253,2253,Wetlands International and Oak Foundation,4072
6291,6291,Wildfire Television,11817
2736,2736,Wildlife Conservation Society,5118
5889,5889,William and Flora Hewlett Foundation,11004
1684,1684,Willis Research Network,3077
3115,3115,Wilmington,5917
3007,3007,Winston Churchill Foundation,5679
1139,1139,Winston Churchill Memorial Trust,2062
2466,2466,Wirral Borough Council,4520
1164,1164,Wolfson Foundation,2099
1825,1825,Wolverhampton City Primary Care Trust,3361
1825,1825,Wolves Community Trust,3359
4237,4237,Women's Aid,8045
2221,2221,Women’s and Children’s Health Research Institute,4024
3942,3942,Woolf Fisher Trust,7379
1128,1128,"Wootton Bassett Community Area Board, Wiltshire Council",2047
5628,5628,World Agroforestry Centre,10449
1130,1130,World Anti-Doping Agency,2054
2064,2064,World Association of Girl Guides and Girl Scouts,3724
781,781,World Bank,1463
5283,5283,World Economic Forum,9877
3973,3973,World Gold Council,7452
140,140,World Health Organization,260
166,166,World Health Organization [WHO],307
5841,5841,World Innovation Summit for Education,10912
4346,4346,World Olympics Association,8230
4353,4353,World Pheasant Association,8243
6043,6043,World Tourism Organization,11340
3114,3114,World Trade Organization,5911
520,520,World Wide Fund for Nature,1007
1608,1608,Worldwide Antimalarial Resistance Network,2924
2498,2498,Worldwide Cancer Research,4621
38,38,Wrexham County Borough Council,89
6247,6247,Wright Medical,11728
3619,3619,Wythenshawe Community Housing Group,6804
6338,6338,Xuan Truong Construction Enterprise,11905
1864,1864,YIAA AHRC aligned fund,3414
4010,4010,Yale University,7528
1054,1054,Yantai HABs Control and Ecological Restoration Technology,1929
538,538,York Against Cancer,1065
1667,1667,Yorkshire Cancer Research,3044
3751,3751,Yorkshire Forward,7035
129,129,Yorkshire Innovation Fund,234
693,693,Yorkshire Sculpture Park,1333
1904,1904,Yorkshire Water,3483
4158,4158,Yorkshire and Humber Academic Health Science Network,7881
3559,3559,Yorkshire and Humber Deanery,6681
3686,3686,Yorshire Cancer Research,6933
1903,1903,Young Enterprise Scotland,3474
1903,1903,Young Enterprise and Young Money,3476
4703,4703,Youth Justice Board,8901
5574,5574,Youth Music,10349
1236,1236,Youth Sport Trust,2207
1694,1694,ZKM,3108
736,736,Zanzibar Films,1392
2589,2589,Zeiss,4785
4593,4593,Zero Waste Scotland,8735
385,385,ZimmerBiomet,756
1769,1769,Zimplats Holdings,3270
1082,1082,Zoe Global,1973
959,959,Zoological Society of London,1763
6348,6348,Zuhlke Engineering,11915
159,159,grid.420736.4,293
653,653,risQ,1254
4038,4038,Ørsted,7602
